year,reporting_org_ref,value_usd,category
2014,GB-CHC-1076822,85433186.1601174,> 10M & <= 100M
2013,GB-CHC-1076822,53101539.5141152,> 10M & <= 100M
2012,GB-CHC-1076822,10434411.8210974,> 10M & <= 100M
2011,GB-CHC-1076822,3304.8712638693,<=1M
2021,GB-CHC-1077216,222595.769305957,<=1M
2020,GB-CHC-1077216,212751.230062688,<=1M
2018,GB-CHC-1077889,11806.0743002921,<=1M
2016,GB-CHC-1077889,372090.372715832,<=1M
2015,GB-CHC-1077889,585358.496244297,<=1M
2014,GB-CHC-1077889,700250.046283811,<=1M
2013,GB-CHC-1077889,231907.391150005,<=1M
2020,GB-CHC-1078803,87824.0563061305,<=1M
2019,GB-CHC-1078803,27102.776858964,<=1M
2018,GB-CHC-1078803,32062.9487204628,<=1M
2017,GB-CHC-1078803,40397.7743817554,<=1M
2016,GB-CHC-1078803,121509.737466599,<=1M
2015,GB-CHC-1078803,83847.9715573234,<=1M
2021,GB-CHC-1079358,85508.4824098226,<=1M
2020,GB-CHC-1079358,59162.8615328128,<=1M
2019,GB-CHC-1079358,210926.204190077,<=1M
2018,GB-CHC-1079358,504422.114643631,<=1M
2017,GB-CHC-1079358,139262.152894585,<=1M
2016,GB-CHC-1079358,286740.947506153,<=1M
2015,GB-CHC-1079358,944505.383087768,<=1M
2014,GB-CHC-1079358,1224402.91098728,> 1M & <= 10M
2013,GB-CHC-1079358,475419.068604873,<=1M
2018,GB-CHC-1079599,254497.595013797,<=1M
2016,GB-CHC-1079599,256941.355405046,<=1M
2015,GB-CHC-1079599,129801.114302682,<=1M
2014,GB-CHC-1079599,175532.821358984,<=1M
2013,GB-CHC-1079599,819186.273251176,<=1M
2012,GB-CHC-1079599,912913.512329341,<=1M
2011,GB-CHC-1079599,670970.606834361,<=1M
2020,GB-CHC-1079752,259199.102449575,<=1M
2021,GB-CHC-1081247,732338.774301125,<=1M
2020,GB-CHC-1081247,889112.037237551,<=1M
2019,GB-CHC-1081247,529069.808734516,<=1M
2018,GB-CHC-1081247,241250.987383637,<=1M
2016,GB-CHC-1081247,3346870.41318755,> 1M & <= 10M
2015,GB-CHC-1081247,2747024.66036787,> 1M & <= 10M
2021,GB-CHC-1081769,13385.2547359098,<=1M
2020,GB-CHC-1081769,100232.4236594,<=1M
2021,GB-CHC-1082565,6458322.15993074,> 1M & <= 10M
2020,GB-CHC-1082565,13990317.5241052,> 10M & <= 100M
2019,GB-CHC-1082565,6999094.78177322,> 1M & <= 10M
2018,GB-CHC-1082565,2373918.17897357,> 1M & <= 10M
2017,GB-CHC-1082565,315459.886701455,<=1M
2016,GB-CHC-1082565,240670.769986614,<=1M
2021,GB-CHC-1083008,5026015.15042259,> 1M & <= 10M
2020,GB-CHC-1083008,12231076.2500371,> 10M & <= 100M
2019,GB-CHC-1083008,28622137.8221,> 10M & <= 100M
2018,GB-CHC-1083008,14656496.9562954,> 10M & <= 100M
2017,GB-CHC-1083008,9194266.72825226,> 1M & <= 10M
2021,GB-CHC-1084729,317224.244206118,<=1M
2020,GB-CHC-1084729,286445.445214295,<=1M
2019,GB-CHC-1084729,203598.168609022,<=1M
2018,GB-CHC-1084729,145385.14841427,<=1M
2017,GB-CHC-1084729,66915.3845925581,<=1M
2016,GB-CHC-1084729,159790.456917346,<=1M
2015,GB-CHC-1084729,80385.6305158781,<=1M
2014,GB-CHC-1084729,60020.8619693938,<=1M
2016,GB-CHC-1085096,174437.900334986,<=1M
2015,GB-CHC-1085096,269806.030783585,<=1M
2014,GB-CHC-1085096,203283.473676685,<=1M
2017,GB-CHC-1086159,29092.9280754172,<=1M
2016,GB-CHC-1086159,129085.80503231,<=1M
2015,GB-CHC-1086159,111092.544215947,<=1M
2021,GB-CHC-1089110,322178.083494363,<=1M
2020,GB-CHC-1089110,982774.689038085,<=1M
2019,GB-CHC-1089110,856696.360460503,<=1M
2018,GB-CHC-1089110,231613.829170927,<=1M
2021,GB-CHC-1089490,625527.99319404,<=1M
2020,GB-CHC-1089490,1486010.99473343,> 1M & <= 10M
2019,GB-CHC-1089490,988795.096783775,<=1M
2018,GB-CHC-1089490,742390.000253806,<=1M
2017,GB-CHC-1089490,952249.078157933,<=1M
2016,GB-CHC-1089490,890773.2179214,<=1M
2015,GB-CHC-1089490,708025.943505033,<=1M
2012,GB-CHC-1090745,5545.60192081879,<=1M
2011,GB-CHC-1090745,23449.8406700639,<=1M
2021,GB-CHC-1092236,14557092.6469404,> 10M & <= 100M
2020,GB-CHC-1092236,43519525.8654949,> 10M & <= 100M
2019,GB-CHC-1092236,25199929.135744,> 10M & <= 100M
2018,GB-CHC-1092236,21884789.1934783,> 10M & <= 100M
2017,GB-CHC-1092236,19256043.6080019,> 10M & <= 100M
2016,GB-CHC-1092236,9784863.9084779,> 1M & <= 10M
2015,GB-CHC-1092236,1472453.0704976,> 1M & <= 10M
2021,GB-CHC-1093861,4746820.28624797,> 1M & <= 10M
2020,GB-CHC-1093861,12878044.6575719,> 10M & <= 100M
2019,GB-CHC-1093861,7941562.99732518,> 1M & <= 10M
2018,GB-CHC-1093861,6467274.06016213,> 1M & <= 10M
2017,GB-CHC-1093861,6681877.46862758,> 1M & <= 10M
2016,GB-CHC-1093861,1113049.7970131,> 1M & <= 10M
2015,GB-CHC-1093861,1377508.09847003,> 1M & <= 10M
2017,GB-CHC-1094272,27877.607216932,<=1M
2016,GB-CHC-1094272,121312.053783858,<=1M
2015,GB-CHC-1094272,133731.088988248,<=1M
2014,GB-CHC-1094272,74055.3877589494,<=1M
2016,GB-CHC-1094478,133939.776786358,<=1M
2015,GB-CHC-1094478,202006.478621014,<=1M
2014,GB-CHC-1094478,174424.663735368,<=1M
2013,GB-CHC-1094478,62175.9719920057,<=1M
2016,GB-CHC-1096908,65909.5991663949,<=1M
2015,GB-CHC-1096908,134949.103329531,<=1M
2014,GB-CHC-1096908,129003.148528457,<=1M
2013,GB-CHC-1096908,55609.670370491,<=1M
2021,GB-CHC-1098106,347598.955266505,<=1M
2020,GB-CHC-1098106,5485867.26155021,> 1M & <= 10M
2019,GB-CHC-1098106,7330931.41992922,> 1M & <= 10M
2018,GB-CHC-1098106,5075940.90062079,> 1M & <= 10M
2017,GB-CHC-1098106,3604127.31370967,> 1M & <= 10M
2016,GB-CHC-1098106,1011894.66219009,> 1M & <= 10M
2015,GB-CHC-1098106,3063100.01734716,> 1M & <= 10M
2014,GB-CHC-1098106,3096859.54466375,> 1M & <= 10M
2013,GB-CHC-1098106,427919.868271229,<=1M
2012,GB-CHC-1098106,96627.7686254576,<=1M
2021,GB-CHC-1099776,16327127.399106,> 10M & <= 100M
2020,GB-CHC-1099776,21915537.8012128,> 10M & <= 100M
2019,GB-CHC-1099776,37747366.4637019,> 10M & <= 100M
2018,GB-CHC-1099776,54869163.6400835,> 10M & <= 100M
2017,GB-CHC-1099776,79596655.5180738,> 10M & <= 100M
2016,GB-CHC-1099776,76027352.1684569,> 10M & <= 100M
2015,GB-CHC-1099776,61476833.4551576,> 10M & <= 100M
2014,GB-CHC-1099776,52008644.8876434,> 10M & <= 100M
2013,GB-CHC-1099776,130126683.66256,> 100M & <= 1B
2012,GB-CHC-1099776,3965355.95848661,> 1M & <= 10M
2011,GB-CHC-1099776,951607.417561093,<=1M
2010,GB-CHC-1099776,1558343.08986891,> 1M & <= 10M
2009,GB-CHC-1099776,166475.992388354,<=1M
2019,GB-CHC-1101217,6385.7936207425,<=1M
2018,GB-CHC-1101217,65465.6940316277,<=1M
2017,GB-CHC-1101217,108608.881231801,<=1M
2016,GB-CHC-1101217,143586.62887337,<=1M
2015,GB-CHC-1101217,7770.46297743328,<=1M
2015,GB-CHC-1104287,195147.560026724,<=1M
2014,GB-CHC-1104287,339384.505636793,<=1M
2013,GB-CHC-1104287,72373.671645416,<=1M
2017,GB-CHC-1104458,240415.897484484,<=1M
2016,GB-CHC-1104458,880568.527916336,<=1M
2015,GB-CHC-1104458,1260092.50618866,> 1M & <= 10M
2014,GB-CHC-1104458,1921990.63567024,> 1M & <= 10M
2013,GB-CHC-1104458,271205.170623701,<=1M
2018,GB-CHC-1105277,57563.1649881641,<=1M
2017,GB-CHC-1105277,59654.4375519637,<=1M
2016,GB-CHC-1105277,109328.413914804,<=1M
2015,GB-CHC-1105277,71638.0146277428,<=1M
2021,GB-CHC-1105489,520714.701466182,<=1M
2020,GB-CHC-1105489,446652.010060415,<=1M
2019,GB-CHC-1105489,115314.099253529,<=1M
2017,GB-CHC-1105489,106421.852404823,<=1M
2016,GB-CHC-1105489,210965.567880042,<=1M
2015,GB-CHC-1105489,216475.501991311,<=1M
2014,GB-CHC-1105489,86715.1333663268,<=1M
2021,GB-CHC-1105851,301253495.61868,> 100M & <= 1B
2020,GB-CHC-1105851,709572779.87006,> 100M & <= 1B
2019,GB-CHC-1105851,814563084.754012,> 100M & <= 1B
2018,GB-CHC-1105851,728312438.088095,> 100M & <= 1B
2017,GB-CHC-1105851,2627476011.79418,> 1B
2016,GB-CHC-1105851,321230151.938236,> 100M & <= 1B
2015,GB-CHC-1105851,35445208.3289572,> 10M & <= 100M
2014,GB-CHC-1105851,12394038.8554634,> 10M & <= 100M
2013,GB-CHC-1105851,1912791.37544929,> 1M & <= 10M
2012,GB-CHC-1105851,31598.8713436968,<=1M
2021,GB-CHC-1106156,74738.994527375,<=1M
2020,GB-CHC-1106156,90787.7768246812,<=1M
2019,GB-CHC-1106156,46290.6945862858,<=1M
2021,GB-CHC-1106349,552512.06111111,<=1M
2020,GB-CHC-1106349,498099.545084373,<=1M
2019,GB-CHC-1106349,755223.545509457,<=1M
2018,GB-CHC-1106349,449221.440812124,<=1M
2021,GB-CHC-1107403,2122860.65072463,> 1M & <= 10M
2020,GB-CHC-1107403,14507416.1079525,> 10M & <= 100M
2019,GB-CHC-1107403,6222977.59511188,> 1M & <= 10M
2018,GB-CHC-1107403,6632518.90397182,> 1M & <= 10M
2017,GB-CHC-1107403,5038509.13866279,> 1M & <= 10M
2016,GB-CHC-1107403,2324042.33851256,> 1M & <= 10M
2016,GB-CHC-1108464,51158.9704769113,<=1M
2015,GB-CHC-1108464,122889.45175658,<=1M
2014,GB-CHC-1108464,152052.933736266,<=1M
2013,GB-CHC-1108464,36123.7772110945,<=1M
2017,GB-CHC-1108718,465763.939064949,<=1M
2021,GB-CHC-1109789,154094.568388083,<=1M
2020,GB-CHC-1109789,368496.119295846,<=1M
2019,GB-CHC-1109789,581756.820729431,<=1M
2018,GB-CHC-1109789,569974.24857479,<=1M
2017,GB-CHC-1109789,750882.834064756,<=1M
2016,GB-CHC-1109789,1495646.25721834,> 1M & <= 10M
2015,GB-CHC-1109789,644794.80576155,<=1M
2014,GB-CHC-1109789,367871.350143746,<=1M
2021,GB-CHC-1110434,318778.607152173,<=1M
2020,GB-CHC-1110434,163293.540112498,<=1M
2019,GB-CHC-1110434,162159.566046411,<=1M
2018,GB-CHC-1110434,72119.2601515554,<=1M
2017,GB-CHC-1110434,33379.0748757711,<=1M
2016,GB-CHC-1110434,104194.899208406,<=1M
2015,GB-CHC-1110434,143155.308198412,<=1M
2021,GB-CHC-1112734,93223.5402495971,<=1M
2020,GB-CHC-1112734,300013.384818848,<=1M
2019,GB-CHC-1112734,135668.61207425,<=1M
2018,GB-CHC-1112734,51782.5638412729,<=1M
2017,GB-CHC-1112734,354263.750362585,<=1M
2016,GB-CHC-1112734,398257.976058073,<=1M
2015,GB-CHC-1112734,313622.609473652,<=1M
2014,GB-CHC-1112734,174014.909678424,<=1M
2013,GB-CHC-1112734,46773.8151139669,<=1M
2019,GB-CHC-1112842,1469719.80200772,> 1M & <= 10M
2018,GB-CHC-1112842,1774045.73114479,> 1M & <= 10M
2017,GB-CHC-1112842,406329.117638103,<=1M
2021,GB-CHC-1113101,36008.5902206118,<=1M
2018,GB-CHC-1113101,1689824.47443251,> 1M & <= 10M
2017,GB-CHC-1113101,263100.053488322,<=1M
2018,GB-CHC-1113868,187385.59419635,<=1M
2017,GB-CHC-1113868,819032.364200488,<=1M
2016,GB-CHC-1113868,1161844.55422492,> 1M & <= 10M
2015,GB-CHC-1113868,533427.046716736,<=1M
2021,GB-CHC-1114727,20809.005958132,<=1M
2020,GB-CHC-1114727,82294.232750516,<=1M
2019,GB-CHC-1114727,60580.7086064982,<=1M
2018,GB-CHC-1114727,65853.0729063073,<=1M
2015,GB-CHC-1114944,100327.129342846,<=1M
2014,GB-CHC-1114944,85885.3196966202,<=1M
2013,GB-CHC-1114944,177670.649578732,<=1M
2021,GB-CHC-1115109,1624961.36501862,> 1M & <= 10M
2020,GB-CHC-1115109,1666146.76603211,> 1M & <= 10M
2019,GB-CHC-1115109,1970468.79773924,> 1M & <= 10M
2018,GB-CHC-1115109,1634955.3319958,> 1M & <= 10M
2017,GB-CHC-1115109,1947138.64384428,> 1M & <= 10M
2016,GB-CHC-1115109,1792294.62384192,> 1M & <= 10M
2015,GB-CHC-1115109,1130437.26571013,> 1M & <= 10M
2014,GB-CHC-1115109,723128.712467675,<=1M
2013,GB-CHC-1115109,45213.1809610523,<=1M
2021,GB-CHC-1115482,629755.380434781,<=1M
2020,GB-CHC-1115482,1787225.95617999,> 1M & <= 10M
2019,GB-CHC-1115482,179261.947435135,<=1M
2017,GB-CHC-1115482,208193.046764439,<=1M
2016,GB-CHC-1115482,350564.764954103,<=1M
2015,GB-CHC-1115482,106136.730887041,<=1M
2021,GB-CHC-1117377,120386.050459742,<=1M
2020,GB-CHC-1117377,121924.989853601,<=1M
2019,GB-CHC-1117377,57205.6761904762,<=1M
2017,GB-CHC-1117528,56759.5175635648,<=1M
2016,GB-CHC-1117528,83647.3944035973,<=1M
2015,GB-CHC-1117528,152718.295499625,<=1M
2014,GB-CHC-1117528,73007.4524856014,<=1M
2019,GB-CHC-1118528,12641.8855209372,<=1M
2021,GB-CHC-1119168,100310.782342995,<=1M
2016,GB-CHC-1120932,19157.3201098906,<=1M
2015,GB-CHC-1120932,140676.461743452,<=1M
2014,GB-CHC-1120932,132294.876652729,<=1M
2013,GB-CHC-1120932,91182.4395248098,<=1M
2018,GB-CHC-1122299,74455.3150605801,<=1M
2017,GB-CHC-1122299,89643.9404077324,<=1M
2016,GB-CHC-1122299,40796.0874487017,<=1M
2015,GB-CHC-1122299,198621.041023942,<=1M
2014,GB-CHC-1122299,179817.810302253,<=1M
2013,GB-CHC-1122299,29808.0450539784,<=1M
2021,GB-CHC-1122330,669262.611657808,<=1M
2020,GB-CHC-1122330,17211.0174049734,<=1M
2019,GB-CHC-1122330,307619.004615856,<=1M
2021,GB-CHC-1123384,14215.5571545893,<=1M
2015,GB-CHC-1123946,1495454.25215666,> 1M & <= 10M
2014,GB-CHC-1123946,1732915.1445886,> 1M & <= 10M
2013,GB-CHC-1123946,709059.750294887,<=1M
2021,GB-CHC-1125217,23619.1533429951,<=1M
2020,GB-CHC-1125217,198423.208821802,<=1M
2019,GB-CHC-1125217,44521.6509511188,<=1M
2018,GB-CHC-1125217,67128.2840880758,<=1M
2017,GB-CHC-1125217,120331.603569288,<=1M
2016,GB-CHC-1125217,59595.1185886669,<=1M
2015,GB-CHC-1125512,74209.8315777959,<=1M
2014,GB-CHC-1125512,170850.672964719,<=1M
2021,GB-CHC-1126727,164207.583995169,<=1M
2020,GB-CHC-1126727,1105301.56051351,> 1M & <= 10M
2019,GB-CHC-1126727,1049535.49489185,> 1M & <= 10M
2018,GB-CHC-1126727,727433.649751796,<=1M
2017,GB-CHC-1126727,192945.324609912,<=1M
2015,GB-CHC-1126727,1372908.62619554,> 1M & <= 10M
2015,GB-CHC-1127206,19553.2660198788,<=1M
2014,GB-CHC-1127206,66078.8112673578,<=1M
2013,GB-CHC-1127206,38589.3517174247,<=1M
2018,GB-CHC-1127366,445908.763686356,<=1M
2020,GB-CHC-1127488,2795622.74401075,> 1M & <= 10M
2019,GB-CHC-1127488,3059551.3755594,> 1M & <= 10M
2018,GB-CHC-1127488,8538073.65981408,> 1M & <= 10M
2017,GB-CHC-1127488,23238849.9802014,> 10M & <= 100M
2016,GB-CHC-1127488,17676169.6732929,> 10M & <= 100M
2015,GB-CHC-1127488,16890360.0000343,> 10M & <= 100M
2014,GB-CHC-1127488,105885393.411608,> 100M & <= 1B
2013,GB-CHC-1127488,15302578.4066365,> 10M & <= 100M
2012,GB-CHC-1127488,15746426.3473329,> 10M & <= 100M
2011,GB-CHC-1127488,9412229.76461465,> 1M & <= 10M
2021,GB-CHC-1128267-8,1649845.83577599,> 1M & <= 10M
2020,GB-CHC-1128267-8,2741343.1985172,> 1M & <= 10M
2019,GB-CHC-1128267-8,1941164.44404911,> 1M & <= 10M
2018,GB-CHC-1128267-8,2067393.05925819,> 1M & <= 10M
2017,GB-CHC-1128267-8,5731463.22845199,> 1M & <= 10M
2016,GB-CHC-1128267-8,5593625.056791,> 1M & <= 10M
2015,GB-CHC-1128267-8,8511757.50490718,> 1M & <= 10M
2014,GB-CHC-1128267-8,3662901.98094482,> 1M & <= 10M
2013,GB-CHC-1128267-8,1348501.60446881,> 1M & <= 10M
2012,GB-CHC-1128267-8,574565.437529573,<=1M
2021,GB-CHC-1128536,3370891.79517954,> 1M & <= 10M
2020,GB-CHC-1128536,3431094.76035264,> 1M & <= 10M
2019,GB-CHC-1128536,2139197.7588418,> 1M & <= 10M
2018,GB-CHC-1128536,1267760.77730338,> 1M & <= 10M
2017,GB-CHC-1128536,839098.007349526,<=1M
2016,GB-CHC-1128536,833461.6189421,<=1M
2015,GB-CHC-1128536,1220477.66209289,> 1M & <= 10M
2014,GB-CHC-1128536,683157.389428937,<=1M
2013,GB-CHC-1128536,91532.7581922553,<=1M
2018,GB-CHC-1129603,27891.2639313378,<=1M
2017,GB-CHC-1129603,90583.9907928905,<=1M
2016,GB-CHC-1129603,59842.0005035819,<=1M
2015,GB-CHC-1129603,114156.370214211,<=1M
2014,GB-CHC-1129603,43998.7508873259,<=1M
2021,GB-CHC-1135156,51833.2115776552,<=1M
2020,GB-CHC-1135156,75451.3939557962,<=1M
2019,GB-CHC-1135156,35877.3042994176,<=1M
2021,GB-CHC-1135700,15203.380105475,<=1M
2020,GB-CHC-1135700,119040.697891706,<=1M
2019,GB-CHC-1135700,151097.77504688,<=1M
2018,GB-CHC-1135700,85454.7111229392,<=1M
2021,GB-CHC-1137523,146682.218599033,<=1M
2020,GB-CHC-1137523,885966.468816877,<=1M
2019,GB-CHC-1137523,916296.249481617,<=1M
2018,GB-CHC-1137523,391923.229616349,<=1M
2021,GB-CHC-1138287,589262.509218195,<=1M
2020,GB-CHC-1138287,1173982.03608265,> 1M & <= 10M
2019,GB-CHC-1138287,1770870.57240719,> 1M & <= 10M
2018,GB-CHC-1138287,3177845.24653201,> 1M & <= 10M
2017,GB-CHC-1138287,2295324.41067297,> 1M & <= 10M
2016,GB-CHC-1138287,724779.58337322,<=1M
2015,GB-CHC-1138287,7197.4199849972,<=1M
2014,GB-CHC-1138287,143546.257047252,<=1M
2013,GB-CHC-1138287,405924.270527764,<=1M
2012,GB-CHC-1138287,160418.701125151,<=1M
2021,GB-CHC-1140288,12583.7200797101,<=1M
2020,GB-CHC-1140288,45191.4745311641,<=1M
2019,GB-CHC-1140288,153604.058555561,<=1M
2018,GB-CHC-1140288,24316.707016094,<=1M
2021,GB-CHC-1141028,310024.864846215,<=1M
2020,GB-CHC-1141028,366457.572752031,<=1M
2019,GB-CHC-1141028,146708.768004994,<=1M
2018,GB-CHC-1141028,270221.931357976,<=1M
2017,GB-CHC-1141028,367827.4741027,<=1M
2016,GB-CHC-1141028,390787.23498734,<=1M
2015,GB-CHC-1141028,278749.505125962,<=1M
2014,GB-CHC-1141028,58951.6067868666,<=1M
2021,GB-CHC-1141552,79420.7149758452,<=1M
2020,GB-CHC-1141552,167264.403439329,<=1M
2019,GB-CHC-1141552,62995.8540686248,<=1M
2018,GB-CHC-1142476,29316.5660779068,<=1M
2017,GB-CHC-1142476,38160.394854889,<=1M
2016,GB-CHC-1142476,35481.9646364634,<=1M
2015,GB-CHC-1142476,1263.75081265237,<=1M
2018,GB-CHC-1142516,98740.2035773815,<=1M
2017,GB-CHC-1142516,357877.67860941,<=1M
2016,GB-CHC-1142516,437668.719242395,<=1M
2015,GB-CHC-1142516,88780.4047321374,<=1M
2017,GB-CHC-1143797,26794313.6477408,> 10M & <= 100M
2016,GB-CHC-1143852,127381.680188047,<=1M
2015,GB-CHC-1143852,271003.909526161,<=1M
2014,GB-CHC-1143852,291560.423042067,<=1M
2013,GB-CHC-1143852,150353.412961007,<=1M
2021,GB-CHC-1145119,2767297.46199677,> 1M & <= 10M
2020,GB-CHC-1145119,3805052.52627791,> 1M & <= 10M
2019,GB-CHC-1145119,3886184.54355313,> 1M & <= 10M
2018,GB-CHC-1145119,6677014.56394884,> 1M & <= 10M
2017,GB-CHC-1145119,3550662.05786559,> 1M & <= 10M
2018,GB-CHC-1145721,36571.7182323197,<=1M
2015,GB-CHC-1147083,57098.0801720636,<=1M
2014,GB-CHC-1147083,103660.855711993,<=1M
2013,GB-CHC-1147083,122564.603356662,<=1M
2012,GB-CHC-1147083,25691.4623459927,<=1M
2019,GB-CHC-1147298,372205.587798036,<=1M
2021,GB-CHC-1148143,4363.13381642511,<=1M
2020,GB-CHC-1148143,103627.90144126,<=1M
2019,GB-CHC-1148143,77867.0902526099,<=1M
2018,GB-CHC-1148143,90343.4325213956,<=1M
2017,GB-CHC-1148143,191773.179895203,<=1M
2016,GB-CHC-1148143,153329.194138496,<=1M
2021,GB-CHC-1148404,390472.929891482,<=1M
2020,GB-CHC-1148404,1117882.35706179,> 1M & <= 10M
2019,GB-CHC-1148404,703075.842687917,<=1M
2018,GB-CHC-1148404,1767362.95790534,> 1M & <= 10M
2017,GB-CHC-1148404,636839.619440633,<=1M
2016,GB-CHC-1148404,73984.9240757802,<=1M
2017,GB-CHC-1150214,32988.7893279067,<=1M
2016,GB-CHC-1150214,85866.5983570542,<=1M
2015,GB-CHC-1150214,79697.0773373134,<=1M
2014,GB-CHC-1150214,35934.3364984623,<=1M
2020,GB-CHC-1150964,1821.07061684438,<=1M
2019,GB-CHC-1150964,2689.05769369467,<=1M
2018,GB-CHC-1150964,8605.63505889933,<=1M
2017,GB-CHC-1150964,4493.91267121369,<=1M
2021,GB-CHC-1151219,87354.8471827695,<=1M
2020,GB-CHC-1151219,45188.1901327626,<=1M
2019,GB-CHC-1151219,89317.8016268188,<=1M
2018,GB-CHC-1151219,55508.7211631392,<=1M
2017,GB-CHC-1151615,62287.9375888457,<=1M
2016,GB-CHC-1151615,78481.099650375,<=1M
2015,GB-CHC-1151615,95540.8297716761,<=1M
2014,GB-CHC-1151615,44687.2046329328,<=1M
2013,GB-CHC-1151615,2507.15470719076,<=1M
2016,GB-CHC-1152010,20082.8434820099,<=1M
2015,GB-CHC-1152010,48919.3049610865,<=1M
2014,GB-CHC-1152010,91866.813660045,<=1M
2013,GB-CHC-1152010,111442.134277722,<=1M
2017,GB-CHC-1154085,35035.5343297435,<=1M
2016,GB-CHC-1154085,28558.224764502,<=1M
2015,GB-CHC-1154085,35932.0877977121,<=1M
2020,GB-CHC-1154230,4509303.23868866,> 1M & <= 10M
2019,GB-CHC-1154230,5121650.4211518,> 1M & <= 10M
2018,GB-CHC-1154230,6087411.8945835,> 1M & <= 10M
2016,GB-CHC-1154230,3353734.10203989,> 1M & <= 10M
2021,GB-CHC-1156822,40564.4499702092,<=1M
2017,GB-CHC-1157009,31242.1648958797,<=1M
2016,GB-CHC-1157009,76096.0887748092,<=1M
2015,GB-CHC-1157009,97623.5430668252,<=1M
2014,GB-CHC-1157009,169067.768806824,<=1M
2021,GB-CHC-1157722,29132.5527246376,<=1M
2020,GB-CHC-1157722,114726.807377133,<=1M
2019,GB-CHC-1157722,68948.7780966415,<=1M
2018,GB-CHC-1157722,71624.2700970683,<=1M
2017,GB-CHC-1158206,76627.3506351633,<=1M
2016,GB-CHC-1158206,66865.79081671,<=1M
2015,GB-CHC-1158206,37451.0337563294,<=1M
2020,GB-CHC-1158838,320739.465464669,<=1M
2026,GB-CHC-1160263,6588.97599832985,<=1M
2025,GB-CHC-1160263,1824.78593979339,<=1M
2024,GB-CHC-1160263,5220.58456674969,<=1M
2023,GB-CHC-1160263,4153.99822617365,<=1M
2022,GB-CHC-1160263,1764.06567890185,<=1M
2021,GB-CHC-1160263,3176066.58007648,> 1M & <= 10M
2020,GB-CHC-1160263,4200724.56621806,> 1M & <= 10M
2018,GB-CHC-1160263,286.566862017284,<=1M
2017,GB-CHC-1160263,2.66630720818269,<=1M
2016,GB-CHC-1160263,16.8316400880328,<=1M
2015,GB-CHC-1160263,1386.88629086704,<=1M
2014,GB-CHC-1160263,1889.19090203488,<=1M
2013,GB-CHC-1160263,142.19865531303,<=1M
2012,GB-CHC-1160263,1103.84337264936,<=1M
2011,GB-CHC-1160263,644.001126350788,<=1M
2010,GB-CHC-1160263,69.9410250119861,<=1M
2009,GB-CHC-1160263,190.240756339965,<=1M
2008,GB-CHC-1160263,2810.27352396713,<=1M
2007,GB-CHC-1160263,117.331375146337,<=1M
2006,GB-CHC-1160263,1045.77711012293,<=1M
2005,GB-CHC-1160263,144.125061161201,<=1M
2004,GB-CHC-1160263,1167.00128800874,<=1M
2002,GB-CHC-1160263,40.2762877735398,<=1M
2001,GB-CHC-1160263,576.193392715966,<=1M
2021,GB-CHC-1161729,24976.3132077294,<=1M
2020,GB-CHC-1161729,113933.637992841,<=1M
2019,GB-CHC-1161729,150627.614605759,<=1M
2018,GB-CHC-1161729,127813.883100864,<=1M
2021,GB-CHC-1166956,313364.78955636,<=1M
2020,GB-CHC-1166956,772755.816463392,<=1M
2020,GB-CHC-1171353,14431552.8439247,> 10M & <= 100M
2019,GB-CHC-1171353,11596138.793719,> 10M & <= 100M
2018,GB-CHC-1171353,18988903.5164038,> 10M & <= 100M
2017,GB-CHC-1171353,12293721.8239293,> 10M & <= 100M
2016,GB-CHC-1171353,15770917.9149581,> 10M & <= 100M
2015,GB-CHC-1171353,2261219.70276922,> 1M & <= 10M
2021,GB-CHC-1172875,194302.153499999,<=1M
2020,GB-CHC-1172875,114510.871011912,<=1M
2021,GB-CHC-1173320,16859.2575193236,<=1M
2021,GB-CHC-1174874,4041916.83203461,> 1M & <= 10M
2020,GB-CHC-1174874,3771855.72602791,> 1M & <= 10M
2019,GB-CHC-1174874,2539924.12490759,> 1M & <= 10M
2021,GB-CHC-1175658,636764.480998388,<=1M
2020,GB-CHC-1175658,467729.123615083,<=1M
2020,GB-CHC-1175791,10068.4131077063,<=1M
2021,GB-CHC-1177110,1300299.38804347,> 1M & <= 10M
2020,GB-CHC-1177110,6310754.20659873,> 1M & <= 10M
2019,GB-CHC-1177110,1261637.37585916,> 1M & <= 10M
2021,GB-CHC-1178168,125438.011594203,<=1M
2020,GB-CHC-1178168,235509.326944565,<=1M
2019,GB-CHC-1178168,37271.3230468257,<=1M
2021,GB-CHC-1187935,217996.792673107,<=1M
2020,GB-CHC-1188731,34371.6526516543,<=1M
2021,GB-CHC-202918,155180879.560507,> 100M & <= 1B
2020,GB-CHC-202918,203349552.922449,> 100M & <= 1B
2019,GB-CHC-202918,220098776.178932,> 100M & <= 1B
2018,GB-CHC-202918,235129913.961296,> 100M & <= 1B
2017,GB-CHC-202918,226373454.373148,> 100M & <= 1B
2016,GB-CHC-202918,200810675.108854,> 100M & <= 1B
2015,GB-CHC-202918,234283515.990406,> 100M & <= 1B
2014,GB-CHC-202918,248749737.326098,> 100M & <= 1B
2013,GB-CHC-202918,459461826.926849,> 100M & <= 1B
2012,GB-CHC-202918,282142227.014143,> 100M & <= 1B
2011,GB-CHC-202918,262648740.766398,> 100M & <= 1B
2010,GB-CHC-202918,133724813.076605,> 100M & <= 1B
